participant_id,state,urbanicity,parent_relationship,parent_education,hh_income,parent_ethnicity,parent_employment,hs_type,parenting_course,childdev_course,hs_parenting_support,hs_parenting_support_reason,hs_parenting_anti_reason,hs_childdev_support,hs_childdev_support_reason,hs_childdev_anti_reason,parenting_source,source_trusted,source_freq,parenting_attitude1,parenting_attitude2,parenting_attitude3,parenting_attitude4,parenting_attitude5,parenting_attitude6,parenting_attitude7,parenting_attitude8,parenting_attitude9,parenting_attitude10,parenting_attitude11,parenting_attitude12,parenting_attitude13,parenting_attitude14,parenting_attitude15,parenting_attitude16,parenting_attitude17,parenting_attitude18,parenting_attitude19,topics_important,topics_unimportant,teaching_parenting_importance,teaching_childdev_importance,parent_style_strict,parent_style_warmth,parent_style_negotiate,parent_style_permissive,parent_style_connection,parent_style_explainrules
P162,Michigan,Rural,Mother,Associate degree,"65,001 – 105,000 USD",Caucasian,Full-time job,I do not have a child in high school,No,Yes,No,,"They are too young to be thinking about parenting,High school is not the right place to learn about parenting",Yes,"Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),Pediatrician,Online discussion platform,Other (Please specify)",Pediatrician,Online discussion platform,Slightly agree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Slightly agree,Disagree,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Disagree,Slightly agree,Disagree,Slightly agree,Slightly agree,Slightly disagree,"Child language and cognitive development (e.g. learning, talking, reasoning)",Parenting behaviors and approaches (e.g. parenting styles).,Not important,Important,25,70,75,60,90,60
P163,Maryland,Rural,Father,Bachelor’s degree,"More than 250,000 USD",Caucasian,Full-time job,Public,No,No,No,,Other (please specify):,No,,Other (please specify):,"My parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Books,Parenting newsletters/ subscription,Online discussion platform,Religious organizations",AI (e.g. ChatGPT),AI (e.g. ChatGPT),Agree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,"Identifying health challenges (e.g. recognizing developmental issues, treating injury) with their children",Child social and emotional development (e.g. regulating emotions),Not important,Slightly important,25,75,45,25,70,60
P164,Ohio,Urban,Father,High school diploma/GED,"0 - 35,000 USD",Caucasian,Full-time job,Public,Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Friends,Religious organizations",My parents,My parents,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Very important,Important,74,84,59,31,78,66
P165,Texas,Suburban,Father,Bachelor’s degree,"175,001 – 250,000 USD",Caucasian,Full-time job,Public,Yes,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Pediatrician,Books,Friends,School/Daycare",Pediatrician,Friends,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Child physical development (e.g. body growth, motor skills, etc.)",Very important,Important,40,100,85,83,100,100
P166,Florida,Urban,Father,Some high school,"0 - 35,000 USD",Caucasian,Full-time job,Public,Yes,Yes,Yes,Everybody should know about parenting because it will help them become more responsible parents,,Yes,Everybody should know about how children grow and learn,,"My parents,Friends",My parents,Friends,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Child social and emotional development (e.g. regulating emotions),"Identifying health challenges (e.g. recognizing developmental issues, treating injury) with their children",Important,Important,77,49,16,47,19,45
P167,Nevada,Rural,Mother,High school diploma/GED,"0 - 35,000 USD",Caucasian,Stay at home parent,Public,Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),Pediatrician",My parents,My parents,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Parenting behaviors and approaches (e.g. parenting styles).,"Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Extremely important,Extremely important,60,100,60,0,100,100
P168,Georgia,Urban,Mother,Master’s degree,"105,001 – 175,000 USD",Caucasian,Part-time job,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),Pediatrician,Books,Online discussion platform,Friends",Books,Friends,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Agree,Agree,Agree,Slightly agree,Agree,Agree,Strongly agree,Agree,Slightly agree,Child and family nutrition (e.g. how to provide proper nutrition),"Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Very important,Extremely important,50,100,90,40,100,97
P169,Florida,Suburban,Mother,High school diploma/GED,"65,001 – 105,000 USD",Asian/Pacific Islander,Full-time job,Public,No,Yes,No,,"They are too young to be thinking about parenting,High school is not the right place to learn about parenting,Learning about parenting might encourage adolescents to have children before they would otherwise",Yes,Everybody should know about how children grow and learn,,Friends,Pediatrician,Friends,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,"Child physical development (e.g. body growth, motor skills, etc.)",Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Slightly important,Important,36,72,57,72,73,41
P170,Indiana,Suburban,Mother,Associate degree,"65,001 – 105,000 USD",Caucasian,Stay at home parent,Private,Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,My partner’s parents,Internet search (e.g. through a Google search),Pediatrician,Books,Academic journals,Parenting newsletters/ subscription,Online discussion platform,Friends,School/Daycare",My parents,The internet (e.g. through a Google search),Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Important,Very important,68,89,63,37,47,34
P171,Ohio,Rural,Father,Bachelor’s degree,"65,001 – 105,000 USD",Caucasian,Full-time job,Public,No,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,My partner’s parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Books,Online discussion platform,Friends,School/Daycare",Pediatrician,My parents,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Slightly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Child and family nutrition (e.g. how to provide proper nutrition),Very important,Very important,40,90,50,35,90,50
P172,Florida,Suburban,Mother,High school diploma/GED,"0 - 35,000 USD",Caucasian,Unemployed,Public,No,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.)",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),Pediatrician,Books,Friends,School/Daycare",Pediatrician,Friends,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Parenting behaviors and approaches (e.g. parenting styles).,Extremely important,Extremely important,85,100,75,50,100,100
P173,Georgia,Urban,Mother,High school diploma/GED,"35,000 – 65,000 USD",African-American,Stay at home parent,"Public,Charter",No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better",,No,,"They don't need to know about child development at this age,High school is not the right place to learn about child development,Other (please specify):","My parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Books,Social media,Friends,Religious organizations,School/Daycare",My parents,My parents,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Parenting behaviors and approaches (e.g. parenting styles).,"Identifying health challenges (e.g. recognizing developmental issues, treating injury) with their children",Very important,Slightly important,80,75,50,15,90,90
P174,Washington,Suburban,Father,Bachelor’s degree,"65,001 – 105,000 USD",Caucasian,Full-time job,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,School/Daycare",Pediatrician,The internet (e.g. through a Google search),Agree,Strongly agree,Disagree,Strongly agree,Disagree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Extremely important,Very important,75,100,90,50,100,95
P175,Ohio,Urban,Mother,High school diploma/GED,"35,000 – 65,000 USD",Caucasian,Full-time job,Public,Yes,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.)",,Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),Pediatrician,Friends",My parents,My parents,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly agree,Slightly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Slightly agree,Agree,Strongly agree,Agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Slightly important,Important,56,91,52,28,68,73
P176,Alabama,Urban,Father,Bachelor’s degree,"105,001 – 175,000 USD",African-American,Full-time job,Public,Yes,Yes,Yes,Everybody should know about parenting because it will help them become more responsible parents,,Yes,Everybody should know about how children grow and learn,,"My parents,AI (e.g. ChatGPT)",AI (e.g. ChatGPT),AI (e.g. ChatGPT),Agree,Agree,Slightly disagree,Strongly agree,Disagree,Slightly disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Very important,Very important,44,100,74,52,56,74
P177,Illinois,Suburban,Mother,Associate degree,"65,001 – 105,000 USD",Caucasian,Stay at home parent,Private,Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Books,Social media,Online discussion platform,Friends",AI (e.g. ChatGPT),AI (e.g. ChatGPT),Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Child social and emotional development (e.g. regulating emotions),Child and family nutrition (e.g. how to provide proper nutrition),Important,Important,14,100,100,76,100,100
P178,Indiana,Suburban,Mother,Bachelor’s degree,"105,001 – 175,000 USD",Caucasian,Stay at home parent,Public,Yes,No,No,,"High school is not the right place to learn about parenting,Learning about parenting might encourage adolescents to have children before they would otherwise,I don't want anyone else to teach my child about parenting",No,,"They don't need to know about child development at this age,High school is not the right place to learn about child development","My parents,Pediatrician,Friends,Religious organizations,Other (Please specify)",My parents,My parents,Slightly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Not important,Not important,65,92,20,45,92,30
P179,Florida,Urban,Mother,Master’s degree,"105,001 – 175,000 USD",African-American,Full-time job,Public,No,Yes,No,,"They are too young to be thinking about parenting,High school is not the right place to learn about parenting,Learning about parenting might encourage adolescents to have children before they would otherwise",Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),Books,Friends",Books,Books,Agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,"Child language and cognitive development (e.g. learning, talking, reasoning)",Parenting behaviors and approaches (e.g. parenting styles).,Not important,Important,50,100,70,50,100,100
P180,Virginia,Suburban,Father,Bachelor’s degree,"175,001 – 250,000 USD","Caucasian,Asian/Pacific Islander",Full-time job,Public,No,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),Pediatrician,Friends",My parents,My parents,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly disagree,Agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Child social and emotional development (e.g. regulating emotions),"Identifying health challenges (e.g. recognizing developmental issues, treating injury) with their children",Extremely important,Extremely important,25,100,75,65,100,100
P181,Louisiana,Rural,Father,Some high school,"0 - 35,000 USD",African-American,Unemployed,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),Parenting newsletters/ subscription,Online discussion platform,Friends,Religious organizations,School/Daycare",School/Daycare,Friends,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Parent-child relationships (e.g. how to build supportive relationships with a developing child),"Child physical development (e.g. body growth, motor skills, etc.)",Extremely important,Important,60,80,50,35,85,50
P182,New York,Urban,Father,Associate degree,"65,001 – 105,000 USD","African-American,Caucasian","Full-time job,Student",Public,Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,Internet search (e.g. through a Google search),Books,Friends",My parents,My parents,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Parenting behaviors and approaches (e.g. parenting styles).,Very important,Important,60,70,75,25,75,50
P183,Illinois,Suburban,Father,Master’s degree,"105,001 – 175,000 USD",Caucasian,Full-time job,"Public,Religious,Home School,Charter",No,Yes,No,,"They are too young to be thinking about parenting,High school is not the right place to learn about parenting",No,,"They don't need to know about child development at this age,High school is not the right place to learn about child development","My parents,My partner’s parents,Books,Friends,Religious organizations",My parents,My parents,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Slightly disagree,Slightly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Child physical development (e.g. body growth, motor skills, etc.)",Not important,Not important,77,85,57,32,78,77
P184,Georgia,Suburban,Father,High school diploma/GED,"65,001 – 105,000 USD",African-American,Full-time job,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,My partner’s parents,Friends",My parents,My parents,Strongly agree,Agree,Strongly disagree,Strongly agree,Slightly agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Slightly agree,Slightly agree,Parent-child relationships (e.g. how to build supportive relationships with a developing child),Child and family nutrition (e.g. how to provide proper nutrition),Extremely important,Very important,54,57,71,42,83,55
P185,New York,Urban,Father,High school diploma/GED,"0 - 35,000 USD",African-American,Part-time job,Public,No,No,No,,"They are too young to be thinking about parenting,High school is not the right place to learn about parenting,Learning about parenting might encourage adolescents to have children before they would otherwise",No,,Learning about child development might encourage adolescents to have children before they would otherwise,"My parents,Internet search (e.g. through a Google search),Pediatrician,Online discussion platform,Friends,School/Daycare",My parents,Friends,Strongly agree,Slightly agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Disagree,Slightly agree,Slightly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,"Child language and cognitive development (e.g. learning, talking, reasoning)",Parent/caregiver well-being (e.g. women’s well-being during pregnancy),Not important,Slightly important,40,80,50,40,85,100
P186,Kentucky,Urban,Mother,High school diploma/GED,"35,000 – 65,000 USD",African-American,Unemployed,Public,No,No,Yes,"Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Pediatrician,Social media,Online discussion platform,Friends",Friends,Friends,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly disagree,Agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Identifying health challenges (e.g. recognizing developmental issues, treating injury) with their children",Very important,Slightly important,45,75,65,40,80,60
P187,Wisconsin,Suburban,Mother,High school diploma/GED,"65,001 – 105,000 USD",Caucasian,Stay at home parent,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),Pediatrician,Friends,Religious organizations",Friends,Friends,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Slightly agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)","Identifying health challenges (e.g. recognizing developmental issues, treating injury) with their children",Extremely important,Extremely important,14,100,80,62,100,94
P188,Texas,Suburban,Father,Bachelor’s degree,"35,000 – 65,000 USD",Caucasian,Full-time job,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better",,Yes,"Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,My partner’s parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Books,Academic journals,Parenting newsletters/ subscription,Social media,Online discussion platform,Friends,Religious organizations,School/Daycare",My parents,My parents,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Slightly disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Slightly agree,Agree,Agree,Agree,Agree,Slightly agree,Agree,Parenting behaviors and approaches (e.g. parenting styles).,"Parenting resources (e.g. medical, legal, health support available for children and caregivers)",Important,Important,40,80,80,40,90,50
P189,Virginia,Rural,Mother,Bachelor’s degree,"35,000 – 65,000 USD",Middle Eastern,Stay at home parent,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Understanding parenting helps high school students understand their own parents better,Other (please specify):",,Yes,"Everybody should know about how children grow and learn,Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Pediatrician,Other (Please specify)",Other (Please specify),The internet (e.g. through a Google search),Slightly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Parenting behaviors and approaches (e.g. parenting styles).,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Very important,Important,86,100,100,72,95,97
P190,Georgia,Suburban,Mother,High school diploma/GED,"105,001 – 175,000 USD","African-American,Caucasian",Full-time job,Public,No,No,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"AI (e.g. ChatGPT),Online discussion platform,Friends",AI (e.g. ChatGPT),AI (e.g. ChatGPT),Strongly agree,Slightly agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,"Relevant skills and knowledge to be ready to parent (e.g. financial stability, safe environment)",Parenting behaviors and approaches (e.g. parenting styles).,Important,Very important,39,71,50,40,87,67
P191,Ohio,Rural,Father,Associate degree,"35,000 – 65,000 USD",Caucasian,"Part-time job,Student",Public,Yes,Yes,Yes,"Everybody should know about parenting because it will help them become more responsible parents,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding parenting helps high school students understand their own parents better,High school students are mature enough to discuss parenting topics",,Yes,"Everybody should know about how children grow and learn,Many high schoolers are already taking care of kids (babysitting, young siblings, teen parents, etc.),Understanding how children learn and grow prepares high school students for interactions (jobs, parenting, etc.) where they might care for younger kids",,"My parents,My partner’s parents,Internet search (e.g. through a Google search),AI (e.g. ChatGPT),Friends,Religious organizations",My partner’s parents,My partner’s parents,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Parent-child relationships (e.g. how to build supportive relationships with a developing child),"Child physical development (e.g. body growth, motor skills, etc.)",Very important,Important,40,100,83,63,100,41
